taxon,expert,during_event,zone,url,original_grade,original_rank,expert_id_rank,original_id,expert_id,expert_and_original_same_parent,confirmed_id,refined_id,own_observation_correct,corrected_id,coarsened,wrong_taxon,prevailing_id_exception,notes,correct_during_event
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/132756385,Needs ID,coarser than species,coarser than species,Trachymene,Trachymene,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/132524020,Needs ID,coarser than species,coarser than species,Trachymene,Trachymene,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/129659234,Needs ID,coarser than species,coarser than species,Apiaceae,Trachymene,no,,1,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/132523992,Needs ID,coarser than species,coarser than species,Apiaceae,Trachymene,no,,1,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/132124581,Needs ID,coarser than species,coarser than species,Araliaceae,Trachymene,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/187875332,Needs ID,coarser than species,species or finer,Araliaceae,Platysace compressa,no,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/4985840,Needs ID,coarser than species,species or finer,Apiaceae,Platysace compressa,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/4985810,Needs ID,coarser than species,species or finer,Apiaceae,Platysace compressa,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/1038185,Needs ID,coarser than species,species or finer,Pittosporum,Pittosporum angustifolium,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/187875250,Needs ID,coarser than species,species or finer,Platysace,Platysace compressa,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/194613310,Needs ID,coarser than species,species or finer,Platysace,Platysace compressa,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/190480169,Needs ID,coarser than species,species or finer,Apium,Apium prostratum,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/188995367,Needs ID,coarser than species,species or finer,Xanthosia,Xanthosia huegelii,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/188887884,Needs ID,coarser than species,species or finer,Xanthosia,Xanthosia huegelii,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/188887162,Needs ID,coarser than species,species or finer,Xanthosia,Xanthosia huegelii,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/188846405,Needs ID,coarser than species,species or finer,Xanthosia,Xanthosia huegelii,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/60295128,Needs ID,coarser than species,species or finer,Apiales,Trachymene pilosa,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/184683570,Needs ID,coarser than species,species or finer,Xanthosia,Xanthosia peduncularis,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/172120943,Needs ID,coarser than species,species or finer,Xanthosia,Xanthosia tomentosa,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/162404984,Needs ID,coarser than species,species or finer,Platysace,Platysace teres,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/137607632,Needs ID,coarser than species,species or finer,Xanthosia,Xanthosia tomentosa,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/107602864,Needs ID,coarser than species,species or finer,Platysace,Platysace deflexa,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/192463251,Needs ID,coarser than species,species or finer,Billardiera,Billardiera fusiformis,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/191953955,Needs ID,coarser than species,species or finer,Billardiera,Billardiera fusiformis,yes,,1,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/128773751,Research Grade,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/128773744,Research Grade,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/128263850,Needs ID,species or finer,species or finer,Pittosporum angustifolium,Pittosporum angustifolium,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/128251063,Needs ID,species or finer,species or finer,Pittosporum angustifolium,Pittosporum angustifolium,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/105004891,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/97313474,Needs ID,species or finer,species or finer,Marianthus erubescens,Marianthus erubescens,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/88694490,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/18699965,Needs ID,species or finer,species or finer,Trachymene ornata,Trachymene ornata,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/188750729,Research Grade,species or finer,species or finer,Billardiera fusiformis,Billardiera fusiformis,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/185901123,Research Grade,species or finer,species or finer,Marianthus erubescens,Marianthus erubescens,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/181334955,Research Grade,species or finer,species or finer,Marianthus erubescens,Marianthus erubescens,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/165652745,Research Grade,species or finer,species or finer,Bentleya diminuta,Bentleya diminuta,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/163242326,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/151462355,Needs ID,species or finer,species or finer,Trachymene ornata,Trachymene ornata,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/150164401,Research Grade,species or finer,species or finer,Marianthus erubescens,Marianthus erubescens,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/145469430,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/145469408,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/139955586,Research Grade,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/139952538,Needs ID,species or finer,species or finer,Xanthosia tomentosa,Xanthosia tomentosa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/137607649,Research Grade,species or finer,species or finer,Xanthosia tomentosa,Xanthosia tomentosa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/136784529,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/136753441,Needs ID,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/136239059,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/133553462,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/132749336,Research Grade,species or finer,species or finer,Xanthosia tomentosa,Xanthosia tomentosa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/132741187,Needs ID,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/132536053,Needs ID,species or finer,species or finer,Trachymene pilosa,Trachymene pilosa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/131162354,Research Grade,species or finer,species or finer,Platysace maxwellii,Platysace maxwellii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189913403,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189628312,Research Grade,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189452196,Research Grade,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189314090,Research Grade,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189302207,Research Grade,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189215491,Research Grade,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189206914,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189094094,Needs ID,species or finer,species or finer,Cheiranthera filifolia,Cheiranthera filifolia,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189094091,Needs ID,species or finer,species or finer,Cheiranthera filifolia,Cheiranthera filifolia,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189090675,Research Grade,species or finer,species or finer,Cheiranthera brevifolia,Cheiranthera brevifolia,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189090674,Research Grade,species or finer,species or finer,Cheiranthera brevifolia,Cheiranthera brevifolia,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/188888625,Needs ID,species or finer,species or finer,Trachymene ornata,Trachymene ornata,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/188887874,Needs ID,species or finer,species or finer,Trachymene pilosa,Trachymene pilosa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/188850739,Needs ID,species or finer,species or finer,Billardiera fusiformis,Billardiera fusiformis,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/188848749,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/97423007,Needs ID,species or finer,species or finer,Hydrocotyle intertexta,Hydrocotyle intertexta,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/68192024,Needs ID,species or finer,species or finer,Billardiera fusiformis,Billardiera fusiformis,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/57421847,Needs ID,species or finer,species or finer,Platysace deflexa,Platysace deflexa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/37547790,Research Grade,species or finer,species or finer,Billardiera fraseri,Billardiera fraseri,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/33420915,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189610383,Needs ID,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189557339,Needs ID,species or finer,species or finer,Apium prostratum,Apium prostratum,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189203183,Needs ID,species or finer,species or finer,Billardiera fusiformis,Billardiera fusiformis,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/181161512,Needs ID,species or finer,species or finer,Bursaria occidentalis,Bursaria occidentalis,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/179114269,Research Grade,species or finer,species or finer,Pittosporum angustifolium,Pittosporum angustifolium,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/178655403,Needs ID,species or finer,species or finer,Marianthus bicolor,Marianthus bicolor,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/173744863,Research Grade,species or finer,species or finer,Eryngium pinnatifidum,Eryngium pinnatifidum,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/171937702,Needs ID,species or finer,species or finer,Xanthosia tomentosa,Xanthosia tomentosa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/171342915,Needs ID,species or finer,species or finer,Xanthosia tomentosa,Xanthosia tomentosa,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/165841482,Research Grade,species or finer,species or finer,Marianthus bicolor,Marianthus bicolor,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/165841118,Research Grade,species or finer,species or finer,Marianthus bicolor,Marianthus bicolor,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/165268818,Needs ID,species or finer,species or finer,Bursaria occidentalis,Bursaria occidentalis,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/150499623,Research Grade,species or finer,species or finer,Eryngium pinnatifidum,Eryngium pinnatifidum,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/145474382,Needs ID,species or finer,species or finer,Cheiranthera filifolia,Cheiranthera filifolia,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/136383067,Needs ID,species or finer,species or finer,Billardiera fusiformis,Billardiera fusiformis,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/107517410,Needs ID,species or finer,species or finer,Marianthus bicolor,Marianthus bicolor,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/105600206,Research Grade,species or finer,species or finer,Marianthus bicolor,Marianthus bicolor,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/102216861,Needs ID,species or finer,species or finer,Actinotus leucocephalus,Actinotus leucocephalus,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/101814677,Needs ID,species or finer,species or finer,Cheiranthera filifolia,Cheiranthera filifolia,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/196735661,Needs ID,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/196182611,Needs ID,species or finer,species or finer,Billardiera fusiformis,Billardiera fusiformis,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/192803983,Needs ID,species or finer,species or finer,Marianthus bicolor,Marianthus bicolor,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/190469966,Needs ID,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/190285425,Needs ID,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189734476,Needs ID,species or finer,species or finer,Cheiranthera filifolia,Cheiranthera filifolia,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189731342,Needs ID,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189624237,Needs ID,species or finer,species or finer,Xanthosia huegelii,Xanthosia huegelii,yes,1,,,,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/98011843,Needs ID,species or finer,species or finer,Platysace compressa,Platysace compressa,yes,,,1,,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/98141954,Needs ID,species or finer,species or finer,Actinotus leucocephalus,Actinotus leucocephalus,yes,,,1,,,,,,1
Apiales,Andrew Perkins,before,Kalbarri,https://www.inaturalist.org/observations/129490459,Needs ID,species or finer,species or finer,Hydrocotyle diantha,Hydrocotyle hispidula,yes,,,,1,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/189532465,Needs ID,species or finer,species or finer,Xanthosia huegelii,Xanthosia tasmanica,yes,,,,1,,,,,1
Apiales,Andrew Perkins,before,Lesueur,https://www.inaturalist.org/observations/135867547,Needs ID,species or finer,species or finer,Daucus glochidiatus,Trachymene pilosa,yes,,,,1,,,,,1
Apiales,Andrew Perkins,before,Fitzgerald,https://www.inaturalist.org/observations/102911516,Needs ID,species or finer,species or finer,Platysace effusa,Platysace trachymenioides,yes,,,,1,,,,,1
Casuarinaceae,Karen Wilson,before,Kalbarri,https://www.inaturalist.org/observations/132542562,Needs ID,species or finer,species or finer,Casuarina obesa,Casuarina obesa,yes,1,,,,,,,,1
Casuarinaceae,Karen Wilson,before,Kalbarri,https://www.inaturalist.org/observations/128421335,Needs ID,species or finer,species or finer,Casuarina obesa,Casuarina obesa,yes,1,,,,,,,,1
Cyperaceae,Russell Barrett,before,Kalbarri,https://www.inaturalist.org/observations/132523960,Needs ID,coarser than species,species or finer,Lepidosperma,Lepidosperma tenue,yes,,1,,,,,,,1
Cyperaceae,Russell Barrett,before,Kalbarri,https://www.inaturalist.org/observations/132556108,Needs ID,coarser than species,species or finer,Lepidosperma,Lepidosperma rupestre,yes,,1,,,,,,,1
Cyperaceae,Russell Barrett,before,Lesueur,https://www.inaturalist.org/observations/129236172,Needs ID,species or finer,species or finer,Morelotia octandra,Morelotia octandra,yes,1,,,,,,,,1
Cyperaceae,Russell Barrett,before,Lesueur,https://www.inaturalist.org/observations/128779162,Needs ID,species or finer,species or finer,Morelotia octandra,Morelotia octandra,yes,1,,,,,,,,1
Cyperaceae,Russell Barrett,before,Lesueur,https://www.inaturalist.org/observations/132794671,Needs ID,species or finer,species or finer,Lepidosperma gladiatum,Lepidosperma gladiatum,yes,1,,,,,,,,1
Cyperaceae,Russell Barrett,before,Lesueur,https://www.inaturalist.org/observations/132756341,Research Grade,species or finer,species or finer,Morelotia octandra,Morelotia octandra,yes,1,,,,,,,,1
Cyperaceae,Russell Barrett,before,Lesueur,https://www.inaturalist.org/observations/139954796,Needs ID,species or finer,species or finer,Morelotia octandra,Morelotia octandra,yes,1,,,,,,,,1
Cyperaceae,Russell Barrett,before,Lesueur,https://www.inaturalist.org/observations/132563504,Needs ID,species or finer,species or finer,Lepidosperma,Lepidosperma calcicola,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/63963131,Needs ID,coarser than species,coarser than species,Daviesia,Daviesia,yes,1,,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/181123165,Needs ID,coarser than species,coarser than species,Daviesia,Daviesia,yes,1,,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/33693550,Needs ID,coarser than species,species or finer,Daviesia,Daviesia incrassata,yes,,1,,,,,,also went to ssp,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/188993071,Needs ID,coarser than species,species or finer,Daviesia,Daviesia incrassata,yes,,1,,,,,,also went to ssp,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/188953950,Needs ID,coarser than species,species or finer,Daviesia,Daviesia incrassata,yes,,1,,,,,,also went to ssp,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/189442819,Needs ID,coarser than species,species or finer,Daviesia,Daviesia incrassata,yes,,1,,,,,,also went to ssp,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/189655881,Needs ID,coarser than species,species or finer,Daviesia,Daviesia incrassata,yes,,1,,,,,,also went to ssp,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/184966341,Needs ID,coarser than species,species or finer,Daviesia,Daviesia incrassata,yes,,1,,,,,,also went to ssp,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/196415495,Needs ID,coarser than species,species or finer,Daviesia,Daviesia hakeoides,yes,,1,,,,,,also went to ssp,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/195274666,Needs ID,coarser than species,species or finer,Daviesia,Daviesia incrassata,yes,,1,,,,,,also went to ssp,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/64036708,Needs ID,coarser than species,species or finer,Daviesia,Daviesia striata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/36501583,Needs ID,coarser than species,species or finer,Daviesia,Daviesia striata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Kalbarri,https://www.inaturalist.org/observations/132931070,Needs ID,coarser than species,species or finer,Daviesia,Daviesia podophylla,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/132793078,Needs ID,coarser than species,species or finer,Daviesia,Daviesia divaricata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/131311931,Needs ID,coarser than species,species or finer,Daviesia,Daviesia incrassata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/189094572,Needs ID,coarser than species,species or finer,Daviesia,Daviesia aphylla,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/188990929,Needs ID,coarser than species,species or finer,Daviesia,Daviesia purpurascens,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/183911207,Needs ID,coarser than species,species or finer,Daviesia,Daviesia striata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/182604098,Needs ID,coarser than species,species or finer,Daviesia,Daviesia epiphyllum,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/189714421,Needs ID,coarser than species,species or finer,Daviesia,Daviesia dilatata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/189529053,Needs ID,coarser than species,species or finer,Daviesia,Daviesia decipiens,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/102808285,Needs ID,coarser than species,species or finer,Daviesia,Daviesia longifolia,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/96314625,Needs ID,coarser than species,species or finer,Daviesia,Daviesia teretifolia,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/93836343,Needs ID,coarser than species,species or finer,Daviesia,Daviesia incrassata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/93019360,Needs ID,coarser than species,species or finer,Daviesia,Daviesia angulata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/92880920,Needs ID,coarser than species,species or finer,Daviesia,Daviesia brachyphylla,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/62107930,Needs ID,coarser than species,species or finer,Daviesia,Daviesia horrida,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/14708162,Needs ID,coarser than species,species or finer,Daviesia,Daviesia debilior,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/140964436,Needs ID,coarser than species,species or finer,Daviesia,Daviesia angulata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/140048240,Needs ID,coarser than species,species or finer,Daviesia,Daviesia aphylla,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Lesueur,https://www.inaturalist.org/observations/139954117,Needs ID,coarser than species,species or finer,Daviesia,Daviesia decurrens,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/134020861,Needs ID,coarser than species,species or finer,Daviesia,Daviesia benthamii,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/133255730,Needs ID,coarser than species,species or finer,Daviesia,Daviesia dilatata,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/189740310,Needs ID,coarser than species,species or finer,Daviesia,Daviesia nematophylla,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/189090638,Needs ID,coarser than species,species or finer,Daviesia,Daviesia teretifolia,yes,,1,,,,,,,1
Daviesia,Mike Crisp,before,Fitzgerald,https://www.inaturalist.org/observations/188994565,Needs ID,coarser than species,species or finer,Daviesia,Daviesia teretifolia,yes,,1,,,,,,,1
